#chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	transcriptID	geneID	geneSymbol	biotype
chr1	+	335185	437118	36	335185,338036,339525,340346,342430,344551,346767,349057,351160,352722,356622,357474,360386,361288,362063,364209,365718,366840,369134,379638,387629,389402,391539,393459,394194,396318,400515,403084,405912,407096,408014,411021,411169,415777,433121,435500	335334,338093,339621,340454,342556,344612,346850,349137,351304,352814,356773,357567,360495,361472,362249,364301,365887,366954,369256,379734,387753,389535,391626,393545,394385,396545,400610,403212,405986,407148,408128,411086,411357,415944,433195,437118	ENSMUST00000114366	ENSMUSG00000079554	Aox2	protein_coding
chr1	-	440371	442993	1	440371	442993	ENSMUST00000194925	ENSMUSG00000103839	Gm37607	TEC
chr1	+	449757	464216	12	449757,451061,454535,455863,456938,457566,457973,458200,459746,460474,461091,461894	450075,451134,454711,455957,457003,457701,458082,458370,459892,460612,461213,464216	ENSMUST00000050552	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449983	459863	8	449983,451061,455863,456938,457566,457973,458200,459746	450075,451134,455957,457003,457701,458082,458370,459863	ENSMUST00000188898	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449991	462346	10	449991,451061,454535,457566,457973,458200,459746,460474,461091,461894	450075,451134,454711,457701,458082,458370,459892,460612,461213,462346	ENSMUST00000188630	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	450329	461990	12	450329,451061,454535,455863,456938,457566,457973,458200,459746,460474,461091,461894	450485,451134,454711,455957,457003,457701,458082,458370,459892,460612,461213,461990	ENSMUST00000186949	ENSMUSG00000051223	Bzw1	protein_coding
chr1	-	467052	480929	11	467052,469510,469808,470251,471235,471453,473876,474130,476530,478637,480783	469203,469598,469887,470333,471364,471547,474042,474246,478171,478797,480929	ENSMUST00000156931	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468863	469722	2	468863,469510	469203,469722	ENSMUST00000139787	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468863	470298	3	468863,469510,469808	469203,469598,470298	ENSMUST00000141570	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468863	473628	7	468863,469510,469808,470251,471235,471453,473320	469203,469598,469887,470333,471364,472520,473628	ENSMUST00000123580	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468863	480929	13	468863,469510,469808,470251,471235,471453,473876,474130,476530,476984,477946,478637,480783	469203,469598,469887,470333,471364,471547,474042,474246,476596,477074,478171,478797,480929	ENSMUST00000034868	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468863	480929	12	468863,469510,469808,470251,471235,471453,473876,474130,476530,477946,478637,480783	469203,469598,469887,470333,471364,471547,474042,474246,476596,478171,478797,480929	ENSMUST00000148330	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468863	480929	11	468863,469510,469808,470251,471235,471453,474130,476530,477946,478637,480783	469203,469598,469887,470333,471364,471547,474246,476596,478171,478797,480929	ENSMUST00000151338	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	469179	470686	3	469179,469808,470251	469598,469887,470686	ENSMUST00000129303	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471453	477261	5	471453,473876,474130,476530,476984	471547,474042,474246,476596,477261	ENSMUST00000186552	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471478	478121	4	471478,473876,476530,477946	471547,474246,476596,478121	ENSMUST00000135380	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	473006	480929	4	473006,476530,478637,480783	474246,478171,478797,480929	ENSMUST00000129577	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	473773	474289	2	473773,474130	474042,474289	ENSMUST00000131051	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	478489	480929	2	478489,480783	478797,480929	ENSMUST00000147258	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	487857	502292	7	487857,491194,495207,497706,499388,501452,501674	488193,491312,495274,497799,499462,501502,502292	ENSMUST00000117069	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487857	502297	7	487857,491194,495207,497706,499388,501452,502009	488193,491312,495274,497799,499462,501502,502297	ENSMUST00000114348	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487860	502349	7	487860,491194,495207,497706,499388,501452,502195	488193,491312,495274,497799,499462,501502,502349	ENSMUST00000081677	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487883	489048	2	487883,488935	488193,489048	ENSMUST00000186242	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	490650	502232	6	490650,495207,497706,499388,501452,502009	491312,495274,497799,499462,501502,502232	ENSMUST00000114345	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491278	502302	6	491278,495207,497706,499388,501452,502235	491312,495274,497799,499462,501502,502302	ENSMUST00000190048	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491282	502345	6	491282,495207,497706,499388,501452,502273	491312,495274,497799,499462,501502,502345	ENSMUST00000185990	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495039	502039	5	495039,497706,499388,501452,502009	495274,497799,499462,501502,502039	ENSMUST00000124550	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495693	497831	1	495693	497831	ENSMUST00000188896	ENSMUSG00000026035	Ppil3	protein_coding
chr1	+	502014	520319	7	502014,504497,507250,508952,512460,514643,518004	502497,504952,507412,509078,512598,514726,520319	ENSMUST00000087521	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502130	538679	7	502130,504497,507250,508952,512460,514643,537849	502497,504952,507412,509078,512598,514726,538679	ENSMUST00000114337	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502491	507370	4	502491,504497,506107,507250	502497,504952,506289,507370	ENSMUST00000129759	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502592	504913	3	502592,504308,504497	502648,504409,504913	ENSMUST00000151272	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	504494	519129	6	504494,507250,508952,512460,514643,518004	504952,507412,509078,512598,514726,519129	ENSMUST00000171597	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	506030	514663	5	506030,507250,508952,512460,514643	506289,507412,509078,512598,514663	ENSMUST00000140723	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	510267	513051	1	510267	513051	ENSMUST00000185578	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	514548	518247	2	514548,518004	514726,518247	ENSMUST00000188295	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	-	519634	561972	18	519634,522858,524514,526531,527803,529168,531672,533297,537114,537823,540506,549720,550524,554239,557104,558186,558705,561635	521153,522976,524575,526702,527949,529264,531804,533406,537212,538016,540566,549751,550613,554328,557247,558289,558753,561972	ENSMUST00000027198	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	521067	558279	15	521067,522858,524514,526531,527803,529168,531672,533297,537114,537823,540506,549720,550524,554239,558186	521153,522976,524575,526702,527949,529264,531804,533406,537212,538016,540566,549751,550613,554328,558279	ENSMUST00000114325	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	537174	538312	2	537174,537823	537212,538312	ENSMUST00000151723	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	540561	561788	5	540561,549720,550524,554239,561635	540566,549751,550613,554328,561788	ENSMUST00000190695	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	557209	561818	4	557209,558186,558705,561635	557247,558289,558747,561818	ENSMUST00000191206	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	523378	523484	1	523378	523484	ENSMUST00000179823	ENSMUSG00000094245	Gm23966	snRNA
chr1	+	562011	569479	2	562011,567434	562090,569479	ENSMUST00000160947	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562015	574393	4	562015,567434,569002,572575	562090,567507,569129,574393	ENSMUST00000129740	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562018	580093	7	562018,567434,572575,573926,574488,577298,579882	562094,569129,572640,574032,574628,577611,580093	ENSMUST00000139825	ENSMUSG00000085054	Gm15834	lincRNA
chr1	-	579669	643186	12	579669,592253,596422,596997,601530,602970,605502,609013,614135,614840,622720,643075	587122,592412,596509,597113,601625,603085,605582,609192,614236,614920,622817,643186	ENSMUST00000161600	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	583884	643129	13	583884,591348,592253,596422,596997,601530,602970,605502,609013,614135,614840,622720,643075	587122,591515,592412,596509,597113,601625,603085,605582,609192,614236,614920,622817,643129	ENSMUST00000097724	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	584606	622817	13	584606,591348,592253,596422,596997,601530,602970,605502,609013,613372,614135,614840,622720	587122,591515,592412,596509,597113,601625,603085,605582,609192,613427,614236,614920,622817	ENSMUST00000187717	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	585946	643054	12	585946,592253,596422,596997,601530,602970,605502,609013,614135,614840,622720,642966	587122,592412,596509,597113,601625,603085,605582,609192,614236,614920,622817,643054	ENSMUST00000038372	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	609050	643138	4	609050,614135,614840,643075	609192,614236,614920,643138	ENSMUST00000161000	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614196	643127	5	614196,614840,619503,622720,643075	614236,614920,619650,622817,643127	ENSMUST00000160546	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614223	643140	4	614223,614840,622631,643075	614236,614920,622817,643140	ENSMUST00000159980	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	619294	622083	1	619294	622083	ENSMUST00000191472	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	622467	643160	2	622467,643075	622817,643160	ENSMUST00000159185	ENSMUSG00000038174	Fam126b	protein_coding
chr1	+	643247	652827	3	643247,647953,652512	643533,648112,652827	ENSMUST00000027193	ENSMUSG00000026032	Ndufb3	protein_coding
chr1	-	682077	682428	1	682077	682428	ENSMUST00000191562	ENSMUSG00000100202	Gm29389	processed_pseudogene
chr1	+	687238	694207	2	687238,693661	687578,694207	ENSMUST00000186270	ENSMUSG00000099490	Gm18802	processed_pseudogene
chr1	+	703551	704102	1	703551	704102	ENSMUST00000081455	ENSMUSG00000059647	Cbx3-ps7	processed_pseudogene
chr1	-	703766	752852	13	703766,718263,723690,724592,726291,727233,733392,735149,736727,747776,748568,749164,752765	704082,718325,723793,724691,726343,727330,733453,735242,736860,747821,748645,749308,752852	ENSMUST00000188772	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714983	749305	14	714983,715859,716086,718263,723690,724592,726291,727233,733392,735149,736727,747776,748568,749164	715297,715968,716175,718325,723793,724691,726343,727330,733453,735242,736860,747821,748645,749305	ENSMUST00000191565	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714983	752816	15	714983,715859,716086,718263,723690,724592,726291,727233,733392,735149,736727,747776,748568,749164,752765	715293,715968,716175,718325,723793,724691,726343,727330,733453,735242,736860,747821,748645,749308,752816	ENSMUST00000055313	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	715226	749305	14	715226,715859,716086,718263,723690,724592,726291,727233,733392,735149,736727,747776,748568,749164	715297,715968,716175,718325,723793,724691,726343,727330,733453,735242,736856,747821,748645,749305	ENSMUST00000191252	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	723758	752823	10	723758,724592,726291,733392,735149,736727,747776,748568,749164,752580	723793,724691,727330,733453,735242,736860,747821,748645,749308,752823	ENSMUST00000185953	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	733059	747913	3	733059,735149,747776	733453,735242,747913	ENSMUST00000188839	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	+	709504	712694	2	709504,711808	709552,712694	ENSMUST00000185352	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	711808	711937	1	711808	711937	ENSMUST00000188643	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	759172	760849	2	759172,760453	759538,760849	ENSMUST00000190385	ENSMUSG00000101046	Gm28803	processed_pseudogene
chr1	+	768371	770749	2	768371,770159	768455,770749	ENSMUST00000149874	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768371	811204	10	768371,770434,783169,788015,789116,792521,797126,797828,809202,810647	768455,770522,783595,788150,789189,792575,797175,797909,809709,811204	ENSMUST00000140940	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768373	788109	4	768373,770434,783169,788015	768455,770522,783595,788109	ENSMUST00000164900	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768379	771166	3	768379,770434,770980	768455,770520,771166	ENSMUST00000156870	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768397	770752	2	768397,770434	768455,770752	ENSMUST00000124567	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768407	774417	3	768407,770159,774123	768455,770522,774417	ENSMUST00000097723	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768414	810839	11	768414,770434,783169,785919,788015,789116,792499,797126,797828,809202,810647	768455,770522,783595,786024,788150,789176,792575,797175,797909,809709,810839	ENSMUST00000097722	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768423	815752	10	768423,783169,785919,788015,789116,792521,797126,797828,809202,810647	768455,783595,786024,788150,789189,792575,797175,797909,809709,815752	ENSMUST00000114313	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770157	790090	5	770157,783169,785919,788015,789116	770522,783595,786024,788150,790090	ENSMUST00000114309	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770165	779933	2	770165,779192	770522,779933	ENSMUST00000123553	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770180	812028	10	770180,783169,785919,788015,789116,792521,797126,797828,809202,810647	770522,783595,786024,788150,789189,792575,797175,797909,809709,812028	ENSMUST00000069333	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770749	774425	1	770749	774425	ENSMUST00000189858	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	787415	809316	7	787415,788015,789116,792521,797126,797828,809202	787525,788150,789189,792575,797175,797909,809316	ENSMUST00000123032	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	842077	842527	1	842077	842527	ENSMUST00000191399	ENSMUSG00000100236	Gm3841	processed_pseudogene
chr1	+	852242	904371	9	852242,880783,884075,885741,885964,888474,890501,901212,903490	852606,881115,884180,885879,886017,888535,890642,901713,904371	ENSMUST00000027189	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	852345	903622	10	852345,860867,880783,884075,885741,885964,888474,890501,901212,903490	852606,860982,881115,884180,885879,886017,888535,890642,901713,903622	ENSMUST00000191201	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859370	903876	9	859370,880783,884075,885741,885964,888474,890501,901212,903490	859561,881115,884180,885879,886017,888535,890642,901713,903876	ENSMUST00000165549	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859521	903622	10	859521,860867,880783,884075,885741,885964,888474,890501,901212,903490	859561,860982,881115,884180,885879,886017,888535,890642,901713,903622	ENSMUST00000190213	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	854651	858491	1	854651	858491	ENSMUST00000194726	ENSMUSG00000102719	Gm37760	TEC
chr1	-	906953	949660	12	906953,907527,907754,911962,917247,918137,932510,933218,934884,947591,948361,949548	906959,907636,907843,912024,917299,918234,932571,933311,935017,947635,948435,949660	ENSMUST00000188624	ENSMUSG00000099719	Gm28802	unprocessed_pseudogene
chr1	-	960540	964080	2	960540,963574	961050,964080	ENSMUST00000172685	ENSMUSG00000026028	Trak2	protein_coding
chr1	-	976764	978565	3	976764,977942,978548	976916,978020,978565	ENSMUST00000174359	ENSMUSG00000026028	Trak2	protein_coding
chr2	-	23195	26803	7	23195,23858,24086,24867,25817,26123,26696	23418,23884,24187,24977,25887,26253,26803	ENSMUST00000028283	ENSMUSG00000026919	Lcn4	protein_coding
chr2	-	77908	78602	1	77908	78602	ENSMUST00000119000	ENSMUSG00000082951	Gm13359	processed_pseudogene
chr2	-	198024	212319	6	198024,201477,202095,203772,204442,212179	199395,201611,202130,203828,204511,212319	ENSMUST00000114045	ENSMUSG00000015787	Abo	protein_coding
chr2	-	198024	220500	6	198024,201477,202095,203772,204442,220392	199395,201611,202130,203828,204511,220500	ENSMUST00000102900	ENSMUSG00000015787	Abo	protein_coding
chr2	-	244149	248132	2	244149,247512	244899,248132	ENSMUST00000140392	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244446	247694	2	244446,247496	244899,247694	ENSMUST00000129554	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244510	254946	3	244510,248388,254858	244899,248588,254946	ENSMUST00000137904	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	245956	258400	5	245956,248388,254858,255250,258215	248246,248588,254946,255453,258400	ENSMUST00000047632	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	246293	258371	5	246293,248388,254858,255250,258215	246535,248588,254946,255453,258371	ENSMUST00000114043	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	248196	258311	5	248196,248388,254858,255250,258109	248246,248588,254946,255453,258311	ENSMUST00000142131	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	254615	255289	2	254615,255250	254946,255289	ENSMUST00000127691	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	260783	266200	3	260783,264516,265816	263824,264596,266200	ENSMUST00000102899	ENSMUSG00000015776	Med22	protein_coding
chr2	-	261109	266092	4	261109,263616,264516,265816	261516,263824,264596,266092	ENSMUST00000015920	ENSMUSG00000015776	Med22	protein_coding
chr2	-	263632	266101	3	263632,264516,265816	263932,264596,266101	ENSMUST00000139815	ENSMUSG00000015776	Med22	protein_coding
chr2	+	266287	268841	8	266287,266529,266945,267542,267889,268194,268511,268688	266353,266649,267094,267682,267968,268324,268580,268841	ENSMUST00000102898	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266340	268580	6	266340,266945,267542,267889,268194,268511	266649,267094,267678,267968,268324,268580	ENSMUST00000136269	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266344	268841	7	266344,266529,266945,267542,267889,268194,268688	266353,266649,267094,267682,267968,268580,268841	ENSMUST00000137376	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266529	268841	7	266529,266945,267542,267816,268194,268511,268688	266649,267094,267682,267968,268324,268580,268841	ENSMUST00000143678	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	267715	268841	3	267715,268511,268688	268324,268580,268841	ENSMUST00000129673	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268142	268841	2	268142,268688	268580,268841	ENSMUST00000147143	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268194	268735	2	268194,268511	268324,268735	ENSMUST00000149339	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266784	266857	1	266784	266857	ENSMUST00000083324	ENSMUSG00000065258	Gm23969	snoRNA
chr2	+	267741	267814	1	267741	267814	ENSMUST00000082895	ENSMUSG00000064829	Gm22879	snoRNA
chr2	+	268053	268123	1	268053	268123	ENSMUST00000083361	ENSMUSG00000065295	Gm24134	snoRNA
chr2	-	268904	270282	4	268904,269436,269698,270230	269181,269598,269770,270282	ENSMUST00000142967	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268906	271823	9	268906,269100,269436,269698,270230,270955,271119,271478,271780	269028,269213,269598,269770,270418,271037,271252,271529,271823	ENSMUST00000183520	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268906	271991	9	268906,269100,269436,269698,270230,270955,271119,271478,271780	269028,269181,269598,269770,270418,271037,271292,271529,271991	ENSMUST00000167661	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268906	272053	9	268906,269100,269436,269698,270230,270955,271119,271478,271780	269028,269181,269598,269770,270418,271037,271252,271529,272053	ENSMUST00000015934	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269100	271843	8	269100,269436,269698,270230,270955,271119,271478,271780	269181,269598,269770,270418,271037,271272,271529,271843	ENSMUST00000129822	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269100	271868	7	269100,269436,269698,270230,270955,271119,271780	269181,269598,269770,270418,271037,271292,271868	ENSMUST00000147110	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269754	271834	5	269754,270230,270955,271119,271780	269770,270418,271037,271529,271834	ENSMUST00000150776	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269998	271015	2	269998,270955	270418,271015	ENSMUST00000128665	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270381	271855	4	270381,270955,271119,271780	270418,271055,271292,271855	ENSMUST00000129682	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270980	271868	3	270980,271119,271780	271037,271307,271868	ENSMUST00000133513	ENSMUSG00000015790	Surf1	protein_coding
chr2	+	271890	275706	6	271890,272228,272951,274396,274715,275250	272026,272382,273054,274578,274881,275706	ENSMUST00000015017	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	271904	275695	5	271904,272228,272951,274715,275250	272026,272382,274578,274881,275695	ENSMUST00000126947	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272192	275344	5	272192,272951,274396,274715,275250	272382,273054,274578,274881,275344	ENSMUST00000125408	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272192	275689	2	272192,275126	274881,275689	ENSMUST00000135506	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272336	275476	5	272336,272951,274388,274715,275250	272382,273054,274578,274881,275476	ENSMUST00000157066	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272951	275358	4	272951,274452,274715,275256	273054,274578,274881,275358	ENSMUST00000143098	ENSMUSG00000014873	Surf2	protein_coding
chr2	-	275563	289451	6	275563,279868,280476,281131,282292,288798	277694,280054,280519,281207,282478,289451	ENSMUST00000015011	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	277485	288906	5	277485,279868,280476,282292,288798	277694,280054,280519,282478,288906	ENSMUST00000153641	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	280493	289304	4	280493,281131,282292,289225	280519,281207,282478,289304	ENSMUST00000154651	ENSMUSG00000014867	Surf4	protein_coding
