#chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	transcriptID	geneID	geneSymbol	biotype
chr1	+	335175	437108	36	335175,338026,339515,340336,342420,344541,346757,349047,351150,352712,356612,357464,360376,361278,362053,364199,365708,366830,369124,379628,387619,389392,391529,393449,394184,396308,400505,403074,405902,407086,408004,411011,411159,415767,433111,435490	335324,338083,339611,340444,342546,344602,346840,349127,351294,352804,356763,357557,360485,361462,362239,364291,365877,366944,369246,379724,387743,389525,391616,393535,394375,396535,400600,403202,405976,407138,408118,411076,411347,415934,433185,437108	ENSMUST00000114366	ENSMUSG00000079554	Aox2	protein_coding
chr1	-	440361	442983	1	440361	442983	ENSMUST00000194925	ENSMUSG00000103839	Gm37607	TEC
chr1	+	449747	464208	12	449747,451051,454525,455853,456928,457556,457963,458190,459736,460469,461086,461889	450065,451124,454701,455947,456993,457691,458072,458360,459887,460607,461208,464208	ENSMUST00000050552	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449973	459858	8	449973,451051,455853,456928,457556,457963,458190,459736	450065,451124,455947,456993,457691,458072,458360,459858	ENSMUST00000188898	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449981	462341	10	449981,451051,454525,457556,457963,458190,459736,460469,461086,461889	450065,451124,454701,457691,458072,458360,459887,460607,461208,462341	ENSMUST00000188630	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	450319	461985	12	450319,451051,454525,455853,456928,457556,457963,458190,459736,460469,461086,461889	450475,451124,454701,455947,456993,457691,458072,458360,459887,460607,461208,461985	ENSMUST00000186949	ENSMUSG00000051223	Bzw1	protein_coding
chr1	-	467044	480922	11	467044,469502,469802,470245,471227,471445,473870,474124,476524,478630,480776	469195,469592,469881,470327,471356,471539,474036,474240,478164,478790,480922	ENSMUST00000156931	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	469716	2	468855,469502	469195,469716	ENSMUST00000139787	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	470292	3	468855,469502,469802	469195,469592,470292	ENSMUST00000141570	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	473622	7	468855,469502,469802,470245,471227,471445,473314	469195,469592,469881,470327,471356,472512,473622	ENSMUST00000123580	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	480922	13	468855,469502,469802,470245,471227,471445,473870,474124,476524,476977,477939,478630,480776	469195,469592,469881,470327,471356,471539,474036,474240,476590,477067,478164,478790,480922	ENSMUST00000034868	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	480922	12	468855,469502,469802,470245,471227,471445,473870,474124,476524,477939,478630,480776	469195,469592,469881,470327,471356,471539,474036,474240,476590,478164,478790,480922	ENSMUST00000148330	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	480922	11	468855,469502,469802,470245,471227,471445,474124,476524,477939,478630,480776	469195,469592,469881,470327,471356,471539,474240,476590,478164,478790,480922	ENSMUST00000151338	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	469171	470680	3	469171,469802,470245	469592,469881,470680	ENSMUST00000129303	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471445	477254	5	471445,473870,474124,476524,476977	471539,474036,474240,476590,477254	ENSMUST00000186552	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471470	478114	4	471470,473870,476524,477939	471539,474240,476590,478114	ENSMUST00000135380	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	473000	480922	4	473000,476524,478630,480776	474240,478164,478790,480922	ENSMUST00000129577	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	473767	474283	2	473767,474124	474036,474283	ENSMUST00000131051	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	478482	480922	2	478482,480776	478790,480922	ENSMUST00000147258	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	487850	502285	7	487850,491187,495200,497699,499381,501445,501667	488186,491305,495267,497792,499455,501495,502285	ENSMUST00000117069	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487850	502290	7	487850,491187,495200,497699,499381,501445,502002	488186,491305,495267,497792,499455,501495,502290	ENSMUST00000114348	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487853	502342	7	487853,491187,495200,497699,499381,501445,502188	488186,491305,495267,497792,499455,501495,502342	ENSMUST00000081677	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487876	489041	2	487876,488928	488186,489041	ENSMUST00000186242	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	490643	502225	6	490643,495200,497699,499381,501445,502002	491305,495267,497792,499455,501495,502225	ENSMUST00000114345	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491271	502295	6	491271,495200,497699,499381,501445,502228	491305,495267,497792,499455,501495,502295	ENSMUST00000190048	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491275	502338	6	491275,495200,497699,499381,501445,502266	491305,495267,497792,499455,501495,502338	ENSMUST00000185990	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495032	502032	5	495032,497699,499381,501445,502002	495267,497792,499455,501495,502032	ENSMUST00000124550	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495686	497824	1	495686	497824	ENSMUST00000188896	ENSMUSG00000026035	Ppil3	protein_coding
chr1	+	502007	520312	7	502007,504490,507243,508945,512453,514636,517997	502490,504945,507405,509071,512591,514719,520312	ENSMUST00000087521	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502123	538674	7	502123,504490,507243,508945,512453,514636,537844	502490,504945,507405,509071,512591,514719,538674	ENSMUST00000114337	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502484	507363	4	502484,504490,506100,507243	502490,504945,506282,507363	ENSMUST00000129759	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502585	504906	3	502585,504301,504490	502641,504402,504906	ENSMUST00000151272	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	504487	519122	6	504487,507243,508945,512453,514636,517997	504945,507405,509071,512591,514719,519122	ENSMUST00000171597	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	506023	514656	5	506023,507243,508945,512453,514636	506282,507405,509071,512591,514656	ENSMUST00000140723	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	510260	513044	1	510260	513044	ENSMUST00000185578	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	514541	518240	2	514541,517997	514719,518240	ENSMUST00000188295	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	-	519627	561967	18	519627,522853,524509,526526,527798,529163,531667,533292,537109,537818,540501,549715,550519,554234,557099,558181,558700,561630	521146,522971,524570,526697,527944,529259,531799,533401,537207,538011,540561,549746,550608,554323,557242,558284,558748,561967	ENSMUST00000027198	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	521060	558274	15	521060,522853,524509,526526,527798,529163,531667,533292,537109,537818,540501,549715,550519,554234,558181	521146,522971,524570,526697,527944,529259,531799,533401,537207,538011,540561,549746,550608,554323,558274	ENSMUST00000114325	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	537169	538307	2	537169,537818	537207,538307	ENSMUST00000151723	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	540556	561783	5	540556,549715,550519,554234,561630	540561,549746,550608,554323,561783	ENSMUST00000190695	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	557204	561813	4	557204,558181,558700,561630	557242,558284,558742,561813	ENSMUST00000191206	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	523373	523479	1	523373	523479	ENSMUST00000179823	ENSMUSG00000094245	Gm23966	snRNA
chr1	+	562006	569474	2	562006,567429	562085,569474	ENSMUST00000160947	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562010	574388	4	562010,567429,568997,572570	562085,567502,569124,574388	ENSMUST00000129740	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562013	580088	7	562013,567429,572570,573921,574483,577293,579877	562089,569124,572635,574027,574623,577606,580088	ENSMUST00000139825	ENSMUSG00000085054	Gm15834	lincRNA
chr1	-	579664	643183	12	579664,592250,596419,596994,601527,602967,605499,609010,614132,614837,622717,643072	587119,592409,596506,597110,601622,603082,605579,609189,614233,614917,622814,643183	ENSMUST00000161600	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	583881	643126	13	583881,591345,592250,596419,596994,601527,602967,605499,609010,614132,614837,622717,643072	587119,591512,592409,596506,597110,601622,603082,605579,609189,614233,614917,622814,643126	ENSMUST00000097724	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	584603	622814	13	584603,591345,592250,596419,596994,601527,602967,605499,609010,613369,614132,614837,622717	587119,591512,592409,596506,597110,601622,603082,605579,609189,613424,614233,614917,622814	ENSMUST00000187717	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	585943	643051	12	585943,592250,596419,596994,601527,602967,605499,609010,614132,614837,622717,642963	587119,592409,596506,597110,601622,603082,605579,609189,614233,614917,622814,643051	ENSMUST00000038372	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	609047	643135	4	609047,614132,614837,643072	609189,614233,614917,643135	ENSMUST00000161000	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614193	643124	5	614193,614837,619500,622717,643072	614233,614917,619647,622814,643124	ENSMUST00000160546	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614220	643137	4	614220,614837,622628,643072	614233,614917,622814,643137	ENSMUST00000159980	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	619291	622080	1	619291	622080	ENSMUST00000191472	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	622464	643157	2	622464,643072	622814,643157	ENSMUST00000159185	ENSMUSG00000038174	Fam126b	protein_coding
chr1	+	643244	652824	3	643244,647950,652509	643530,648109,652824	ENSMUST00000027193	ENSMUSG00000026032	Ndufb3	protein_coding
chr1	-	682074	682425	1	682074	682425	ENSMUST00000191562	ENSMUSG00000100202	Gm29389	processed_pseudogene
chr1	+	687235	694204	2	687235,693658	687575,694204	ENSMUST00000186270	ENSMUSG00000099490	Gm18802	processed_pseudogene
chr1	+	703548	704099	1	703548	704099	ENSMUST00000081455	ENSMUSG00000059647	Cbx3-ps7	processed_pseudogene
chr1	-	703763	752849	13	703763,718260,723687,724589,726288,727230,733389,735146,736724,747773,748565,749161,752762	704079,718322,723790,724688,726340,727327,733450,735239,736857,747818,748642,749305,752849	ENSMUST00000188772	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714980	749302	14	714980,715856,716083,718260,723687,724589,726288,727230,733389,735146,736724,747773,748565,749161	715294,715965,716172,718322,723790,724688,726340,727327,733450,735239,736857,747818,748642,749302	ENSMUST00000191565	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714980	752813	15	714980,715856,716083,718260,723687,724589,726288,727230,733389,735146,736724,747773,748565,749161,752762	715290,715965,716172,718322,723790,724688,726340,727327,733450,735239,736857,747818,748642,749305,752813	ENSMUST00000055313	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	715223	749302	14	715223,715856,716083,718260,723687,724589,726288,727230,733389,735146,736724,747773,748565,749161	715294,715965,716172,718322,723790,724688,726340,727327,733450,735239,736853,747818,748642,749302	ENSMUST00000191252	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	723755	752820	10	723755,724589,726288,733389,735146,736724,747773,748565,749161,752577	723790,724688,727327,733450,735239,736857,747818,748642,749305,752820	ENSMUST00000185953	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	733056	747910	3	733056,735146,747773	733450,735239,747910	ENSMUST00000188839	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	+	709501	712691	2	709501,711805	709549,712691	ENSMUST00000185352	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	711805	711934	1	711805	711934	ENSMUST00000188643	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	759169	760846	2	759169,760450	759535,760846	ENSMUST00000190385	ENSMUSG00000101046	Gm28803	processed_pseudogene
chr1	+	768368	770746	2	768368,770156	768452,770746	ENSMUST00000149874	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768368	811203	10	768368,770431,783166,788012,789113,792518,797123,797825,809199,810646	768452,770519,783592,788147,789186,792572,797172,797906,809708,811203	ENSMUST00000140940	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768370	788106	4	768370,770431,783166,788012	768452,770519,783592,788106	ENSMUST00000164900	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768376	771163	3	768376,770431,770977	768452,770517,771163	ENSMUST00000156870	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768394	770749	2	768394,770431	768452,770749	ENSMUST00000124567	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768404	774414	3	768404,770156,774120	768452,770519,774414	ENSMUST00000097723	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768411	810838	11	768411,770431,783166,785916,788012,789113,792496,797123,797825,809199,810646	768452,770519,783592,786021,788147,789173,792572,797172,797906,809708,810838	ENSMUST00000097722	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768420	815750	10	768420,783166,785916,788012,789113,792518,797123,797825,809199,810646	768452,783592,786021,788147,789186,792572,797172,797906,809708,815750	ENSMUST00000114313	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770154	790087	5	770154,783166,785916,788012,789113	770519,783592,786021,788147,790087	ENSMUST00000114309	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770162	779930	2	770162,779189	770519,779930	ENSMUST00000123553	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770177	812027	10	770177,783166,785916,788012,789113,792518,797123,797825,809199,810646	770519,783592,786021,788147,789186,792572,797172,797906,809708,812027	ENSMUST00000069333	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770746	774422	1	770746	774422	ENSMUST00000189858	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	787412	809313	7	787412,788012,789113,792518,797123,797825,809199	787522,788147,789186,792572,797172,797906,809313	ENSMUST00000123032	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	842075	842525	1	842075	842525	ENSMUST00000191399	ENSMUSG00000100236	Gm3841	processed_pseudogene
chr1	+	852240	904369	9	852240,880781,884073,885739,885962,888472,890499,901210,903488	852604,881113,884178,885877,886015,888533,890640,901711,904369	ENSMUST00000027189	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	852343	903620	10	852343,860865,880781,884073,885739,885962,888472,890499,901210,903488	852604,860980,881113,884178,885877,886015,888533,890640,901711,903620	ENSMUST00000191201	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859368	903874	9	859368,880781,884073,885739,885962,888472,890499,901210,903488	859559,881113,884178,885877,886015,888533,890640,901711,903874	ENSMUST00000165549	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859519	903620	10	859519,860865,880781,884073,885739,885962,888472,890499,901210,903488	859559,860980,881113,884178,885877,886015,888533,890640,901711,903620	ENSMUST00000190213	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	854649	858489	1	854649	858489	ENSMUST00000194726	ENSMUSG00000102719	Gm37760	TEC
chr1	-	906951	949658	12	906951,907525,907752,911960,917245,918135,932508,933216,934882,947589,948359,949546	906957,907634,907841,912022,917297,918232,932569,933309,935015,947633,948433,949658	ENSMUST00000188624	ENSMUSG00000099719	Gm28802	unprocessed_pseudogene
chr1	-	960538	964078	2	960538,963572	961048,964078	ENSMUST00000172685	ENSMUSG00000026028	Trak2	protein_coding
chr1	-	976762	978563	3	976762,977940,978546	976914,978018,978563	ENSMUST00000174359	ENSMUSG00000026028	Trak2	protein_coding
chr2	-	23195	26803	7	23195,23858,24086,24867,25817,26123,26696	23418,23884,24187,24977,25887,26253,26803	ENSMUST00000028283	ENSMUSG00000026919	Lcn4	protein_coding
chr2	-	77908	78602	1	77908	78602	ENSMUST00000119000	ENSMUSG00000082951	Gm13359	processed_pseudogene
chr2	-	198024	212319	6	198024,201477,202095,203772,204442,212179	199395,201611,202130,203828,204511,212319	ENSMUST00000114045	ENSMUSG00000015787	Abo	protein_coding
chr2	-	198024	220500	6	198024,201477,202095,203772,204442,220392	199395,201611,202130,203828,204511,220500	ENSMUST00000102900	ENSMUSG00000015787	Abo	protein_coding
chr2	-	244149	248132	2	244149,247512	244899,248132	ENSMUST00000140392	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244446	247694	2	244446,247496	244899,247694	ENSMUST00000129554	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244510	254946	3	244510,248388,254858	244899,248588,254946	ENSMUST00000137904	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	245956	258400	5	245956,248388,254858,255250,258215	248246,248588,254946,255453,258400	ENSMUST00000047632	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	246293	258371	5	246293,248388,254858,255250,258215	246535,248588,254946,255453,258371	ENSMUST00000114043	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	248196	258311	5	248196,248388,254858,255250,258109	248246,248588,254946,255453,258311	ENSMUST00000142131	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	254615	255289	2	254615,255250	254946,255289	ENSMUST00000127691	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	260783	266198	3	260783,264514,265814	263822,264594,266198	ENSMUST00000102899	ENSMUSG00000015776	Med22	protein_coding
chr2	-	261109	266090	4	261109,263614,264514,265814	261514,263822,264594,266090	ENSMUST00000015920	ENSMUSG00000015776	Med22	protein_coding
chr2	-	263630	266099	3	263630,264514,265814	263930,264594,266099	ENSMUST00000139815	ENSMUSG00000015776	Med22	protein_coding
chr2	+	266285	268839	8	266285,266527,266943,267540,267887,268192,268509,268686	266351,266647,267092,267680,267966,268322,268578,268839	ENSMUST00000102898	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266338	268578	6	266338,266943,267540,267887,268192,268509	266647,267092,267676,267966,268322,268578	ENSMUST00000136269	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266342	268839	7	266342,266527,266943,267540,267887,268192,268686	266351,266647,267092,267680,267966,268578,268839	ENSMUST00000137376	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266527	268839	7	266527,266943,267540,267814,268192,268509,268686	266647,267092,267680,267966,268322,268578,268839	ENSMUST00000143678	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	267713	268839	3	267713,268509,268686	268322,268578,268839	ENSMUST00000129673	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268140	268839	2	268140,268686	268578,268839	ENSMUST00000147143	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268192	268733	2	268192,268509	268322,268733	ENSMUST00000149339	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266782	266855	1	266782	266855	ENSMUST00000083324	ENSMUSG00000065258	Gm23969	snoRNA
chr2	+	267739	267812	1	267739	267812	ENSMUST00000082895	ENSMUSG00000064829	Gm22879	snoRNA
chr2	+	268051	268121	1	268051	268121	ENSMUST00000083361	ENSMUSG00000065295	Gm24134	snoRNA
chr2	-	268902	270280	4	268902,269434,269696,270228	269179,269596,269768,270280	ENSMUST00000142967	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	271821	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269211,269596,269768,270416,271035,271250,271527,271821	ENSMUST00000183520	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	271989	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269179,269596,269768,270416,271035,271290,271527,271989	ENSMUST00000167661	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	272051	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269179,269596,269768,270416,271035,271250,271527,272051	ENSMUST00000015934	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269098	271841	8	269098,269434,269696,270228,270953,271117,271476,271778	269179,269596,269768,270416,271035,271270,271527,271841	ENSMUST00000129822	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269098	271866	7	269098,269434,269696,270228,270953,271117,271778	269179,269596,269768,270416,271035,271290,271866	ENSMUST00000147110	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269752	271832	5	269752,270228,270953,271117,271778	269768,270416,271035,271527,271832	ENSMUST00000150776	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269996	271013	2	269996,270953	270416,271013	ENSMUST00000128665	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270379	271853	4	270379,270953,271117,271778	270416,271053,271290,271853	ENSMUST00000129682	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270978	271866	3	270978,271117,271778	271035,271305,271866	ENSMUST00000133513	ENSMUSG00000015790	Surf1	protein_coding
chr2	+	271888	275704	6	271888,272226,272949,274394,274713,275248	272024,272380,273052,274576,274879,275704	ENSMUST00000015017	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	271902	275693	5	271902,272226,272949,274713,275248	272024,272380,274576,274879,275693	ENSMUST00000126947	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272190	275342	5	272190,272949,274394,274713,275248	272380,273052,274576,274879,275342	ENSMUST00000125408	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272190	275687	2	272190,275124	274879,275687	ENSMUST00000135506	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272334	275474	5	272334,272949,274386,274713,275248	272380,273052,274576,274879,275474	ENSMUST00000157066	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272949	275356	4	272949,274450,274713,275254	273052,274576,274879,275356	ENSMUST00000143098	ENSMUSG00000014873	Surf2	protein_coding
chr2	-	275561	289449	6	275561,279866,280474,281129,282290,288796	277692,280052,280517,281205,282476,289449	ENSMUST00000015011	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	277483	288904	5	277483,279866,280474,282290,288796	277692,280052,280517,282476,288904	ENSMUST00000153641	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	280491	289302	4	280491,281129,282290,289223	280517,281205,282476,289302	ENSMUST00000154651	ENSMUSG00000014867	Surf4	protein_coding
