#chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	transcriptID	geneID	geneSymbol	biotype
chr1	+	335171	437104	36	335171,338022,339511,340332,342416,344537,346753,349043,351146,352708,356608,357460,360372,361274,362049,364195,365704,366826,369120,379624,387615,389388,391525,393445,394180,396304,400501,403070,405898,407082,408000,411007,411155,415763,433107,435486	335320,338079,339607,340440,342542,344598,346836,349123,351290,352800,356759,357553,360481,361458,362235,364287,365873,366940,369242,379720,387739,389521,391612,393531,394371,396531,400596,403198,405972,407134,408114,411072,411343,415930,433181,437104	ENSMUST00000114366	ENSMUSG00000079554	Aox2	protein_coding
chr1	-	440357	442979	1	440357	442979	ENSMUST00000194925	ENSMUSG00000103839	Gm37607	TEC
chr1	+	449743	464198	12	449743,451047,454521,455849,456924,457552,457959,458186,459732,460460,461077,461880	450061,451120,454697,455943,456989,457687,458068,458356,459878,460598,461199,464198	ENSMUST00000050552	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449969	459849	8	449969,451047,455849,456924,457552,457959,458186,459732	450061,451120,455943,456989,457687,458068,458356,459849	ENSMUST00000188898	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449977	462332	10	449977,451047,454521,457552,457959,458186,459732,460460,461077,461880	450061,451120,454697,457687,458068,458356,459878,460598,461199,462332	ENSMUST00000188630	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	450315	461976	12	450315,451047,454521,455849,456924,457552,457959,458186,459732,460460,461077,461880	450471,451120,454697,455943,456989,457687,458068,458356,459878,460598,461199,461976	ENSMUST00000186949	ENSMUSG00000051223	Bzw1	protein_coding
chr1	-	467034	480911	11	467034,469492,469792,470235,471217,471435,473858,474112,476512,478619,480765	469185,469582,469871,470317,471346,471529,474024,474228,478153,478779,480911	ENSMUST00000156931	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468845	469706	2	468845,469492	469185,469706	ENSMUST00000139787	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468845	470282	3	468845,469492,469792	469185,469582,470282	ENSMUST00000141570	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468845	473610	7	468845,469492,469792,470235,471217,471435,473302	469185,469582,469871,470317,471346,472502,473610	ENSMUST00000123580	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468845	480911	13	468845,469492,469792,470235,471217,471435,473858,474112,476512,476966,477928,478619,480765	469185,469582,469871,470317,471346,471529,474024,474228,476578,477056,478153,478779,480911	ENSMUST00000034868	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468845	480911	12	468845,469492,469792,470235,471217,471435,473858,474112,476512,477928,478619,480765	469185,469582,469871,470317,471346,471529,474024,474228,476578,478153,478779,480911	ENSMUST00000148330	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468845	480911	11	468845,469492,469792,470235,471217,471435,474112,476512,477928,478619,480765	469185,469582,469871,470317,471346,471529,474228,476578,478153,478779,480911	ENSMUST00000151338	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	469161	470670	3	469161,469792,470235	469582,469871,470670	ENSMUST00000129303	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471435	477243	5	471435,473858,474112,476512,476966	471529,474024,474228,476578,477243	ENSMUST00000186552	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471460	478103	4	471460,473858,476512,477928	471529,474228,476578,478103	ENSMUST00000135380	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	472988	480911	4	472988,476512,478619,480765	474228,478153,478779,480911	ENSMUST00000129577	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	473755	474271	2	473755,474112	474024,474271	ENSMUST00000131051	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	478471	480911	2	478471,480765	478779,480911	ENSMUST00000147258	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	487839	502274	7	487839,491176,495189,497688,499370,501434,501656	488175,491294,495256,497781,499444,501484,502274	ENSMUST00000117069	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487839	502279	7	487839,491176,495189,497688,499370,501434,501991	488175,491294,495256,497781,499444,501484,502279	ENSMUST00000114348	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487842	502331	7	487842,491176,495189,497688,499370,501434,502177	488175,491294,495256,497781,499444,501484,502331	ENSMUST00000081677	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487865	489030	2	487865,488917	488175,489030	ENSMUST00000186242	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	490632	502214	6	490632,495189,497688,499370,501434,501991	491294,495256,497781,499444,501484,502214	ENSMUST00000114345	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491260	502284	6	491260,495189,497688,499370,501434,502217	491294,495256,497781,499444,501484,502284	ENSMUST00000190048	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491264	502327	6	491264,495189,497688,499370,501434,502255	491294,495256,497781,499444,501484,502327	ENSMUST00000185990	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495021	502021	5	495021,497688,499370,501434,501991	495256,497781,499444,501484,502021	ENSMUST00000124550	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495675	497813	1	495675	497813	ENSMUST00000188896	ENSMUSG00000026035	Ppil3	protein_coding
chr1	+	501996	520301	7	501996,504479,507232,508934,512442,514625,517986	502479,504934,507394,509060,512580,514708,520301	ENSMUST00000087521	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502112	538661	7	502112,504479,507232,508934,512442,514625,537831	502479,504934,507394,509060,512580,514708,538661	ENSMUST00000114337	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502473	507352	4	502473,504479,506089,507232	502479,504934,506271,507352	ENSMUST00000129759	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502574	504895	3	502574,504290,504479	502630,504391,504895	ENSMUST00000151272	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	504476	519111	6	504476,507232,508934,512442,514625,517986	504934,507394,509060,512580,514708,519111	ENSMUST00000171597	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	506012	514645	5	506012,507232,508934,512442,514625	506271,507394,509060,512580,514645	ENSMUST00000140723	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	510249	513033	1	510249	513033	ENSMUST00000185578	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	514530	518229	2	514530,517986	514708,518229	ENSMUST00000188295	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	-	519616	561954	18	519616,522840,524496,526513,527785,529150,531654,533279,537096,537805,540488,549702,550506,554221,557086,558168,558687,561617	521135,522958,524557,526684,527931,529246,531786,533388,537194,537998,540548,549733,550595,554310,557229,558271,558735,561954	ENSMUST00000027198	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	521049	558261	15	521049,522840,524496,526513,527785,529150,531654,533279,537096,537805,540488,549702,550506,554221,558168	521135,522958,524557,526684,527931,529246,531786,533388,537194,537998,540548,549733,550595,554310,558261	ENSMUST00000114325	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	537156	538294	2	537156,537805	537194,538294	ENSMUST00000151723	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	540543	561770	5	540543,549702,550506,554221,561617	540548,549733,550595,554310,561770	ENSMUST00000190695	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	557191	561800	4	557191,558168,558687,561617	557229,558271,558729,561800	ENSMUST00000191206	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	523360	523466	1	523360	523466	ENSMUST00000179823	ENSMUSG00000094245	Gm23966	snRNA
chr1	+	561993	569461	2	561993,567416	562072,569461	ENSMUST00000160947	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	561997	574375	4	561997,567416,568984,572557	562072,567489,569111,574375	ENSMUST00000129740	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562000	580075	7	562000,567416,572557,573908,574470,577280,579864	562076,569111,572622,574014,574610,577593,580075	ENSMUST00000139825	ENSMUSG00000085054	Gm15834	lincRNA
chr1	-	579651	643168	12	579651,592235,596404,596979,601512,602952,605484,608995,614117,614822,622702,643057	587104,592394,596491,597095,601607,603067,605564,609174,614218,614902,622799,643168	ENSMUST00000161600	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	583866	643111	13	583866,591330,592235,596404,596979,601512,602952,605484,608995,614117,614822,622702,643057	587104,591497,592394,596491,597095,601607,603067,605564,609174,614218,614902,622799,643111	ENSMUST00000097724	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	584588	622799	13	584588,591330,592235,596404,596979,601512,602952,605484,608995,613354,614117,614822,622702	587104,591497,592394,596491,597095,601607,603067,605564,609174,613409,614218,614902,622799	ENSMUST00000187717	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	585928	643036	12	585928,592235,596404,596979,601512,602952,605484,608995,614117,614822,622702,642948	587104,592394,596491,597095,601607,603067,605564,609174,614218,614902,622799,643036	ENSMUST00000038372	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	609032	643120	4	609032,614117,614822,643057	609174,614218,614902,643120	ENSMUST00000161000	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614178	643109	5	614178,614822,619485,622702,643057	614218,614902,619632,622799,643109	ENSMUST00000160546	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614205	643122	4	614205,614822,622613,643057	614218,614902,622799,643122	ENSMUST00000159980	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	619276	622065	1	619276	622065	ENSMUST00000191472	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	622449	643142	2	622449,643057	622799,643142	ENSMUST00000159185	ENSMUSG00000038174	Fam126b	protein_coding
chr1	+	643229	652809	3	643229,647935,652494	643515,648094,652809	ENSMUST00000027193	ENSMUSG00000026032	Ndufb3	protein_coding
chr1	-	682059	682410	1	682059	682410	ENSMUST00000191562	ENSMUSG00000100202	Gm29389	processed_pseudogene
chr1	+	687220	694189	2	687220,693643	687560,694189	ENSMUST00000186270	ENSMUSG00000099490	Gm18802	processed_pseudogene
chr1	+	703533	704084	1	703533	704084	ENSMUST00000081455	ENSMUSG00000059647	Cbx3-ps7	processed_pseudogene
chr1	-	703748	752834	13	703748,718245,723672,724574,726273,727215,733374,735131,736709,747758,748550,749146,752747	704064,718307,723775,724673,726325,727312,733435,735224,736842,747803,748627,749290,752834	ENSMUST00000188772	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714965	749287	14	714965,715841,716068,718245,723672,724574,726273,727215,733374,735131,736709,747758,748550,749146	715279,715950,716157,718307,723775,724673,726325,727312,733435,735224,736842,747803,748627,749287	ENSMUST00000191565	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714965	752798	15	714965,715841,716068,718245,723672,724574,726273,727215,733374,735131,736709,747758,748550,749146,752747	715275,715950,716157,718307,723775,724673,726325,727312,733435,735224,736842,747803,748627,749290,752798	ENSMUST00000055313	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	715208	749287	14	715208,715841,716068,718245,723672,724574,726273,727215,733374,735131,736709,747758,748550,749146	715279,715950,716157,718307,723775,724673,726325,727312,733435,735224,736838,747803,748627,749287	ENSMUST00000191252	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	723740	752805	10	723740,724574,726273,733374,735131,736709,747758,748550,749146,752562	723775,724673,727312,733435,735224,736842,747803,748627,749290,752805	ENSMUST00000185953	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	733041	747895	3	733041,735131,747758	733435,735224,747895	ENSMUST00000188839	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	+	709486	712676	2	709486,711790	709534,712676	ENSMUST00000185352	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	711790	711919	1	711790	711919	ENSMUST00000188643	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	759154	760831	2	759154,760435	759520,760831	ENSMUST00000190385	ENSMUSG00000101046	Gm28803	processed_pseudogene
chr1	+	768353	770731	2	768353,770141	768437,770731	ENSMUST00000149874	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768353	811186	10	768353,770416,783151,787997,789098,792503,797108,797810,809184,810629	768437,770504,783577,788132,789171,792557,797157,797891,809691,811186	ENSMUST00000140940	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768355	788091	4	768355,770416,783151,787997	768437,770504,783577,788091	ENSMUST00000164900	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768361	771148	3	768361,770416,770962	768437,770502,771148	ENSMUST00000156870	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768379	770734	2	768379,770416	768437,770734	ENSMUST00000124567	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768389	774399	3	768389,770141,774105	768437,770504,774399	ENSMUST00000097723	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768396	810821	11	768396,770416,783151,785901,787997,789098,792481,797108,797810,809184,810629	768437,770504,783577,786006,788132,789158,792557,797157,797891,809691,810821	ENSMUST00000097722	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768405	815729	10	768405,783151,785901,787997,789098,792503,797108,797810,809184,810629	768437,783577,786006,788132,789171,792557,797157,797891,809691,815729	ENSMUST00000114313	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770139	790072	5	770139,783151,785901,787997,789098	770504,783577,786006,788132,790072	ENSMUST00000114309	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770147	779915	2	770147,779174	770504,779915	ENSMUST00000123553	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770162	812010	10	770162,783151,785901,787997,789098,792503,797108,797810,809184,810629	770504,783577,786006,788132,789171,792557,797157,797891,809691,812010	ENSMUST00000069333	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770731	774407	1	770731	774407	ENSMUST00000189858	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	787397	809298	7	787397,787997,789098,792503,797108,797810,809184	787507,788132,789171,792557,797157,797891,809298	ENSMUST00000123032	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	842054	842504	1	842054	842504	ENSMUST00000191399	ENSMUSG00000100236	Gm3841	processed_pseudogene
chr1	+	852219	904348	9	852219,880760,884052,885718,885941,888451,890478,901189,903467	852583,881092,884157,885856,885994,888512,890619,901690,904348	ENSMUST00000027189	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	852322	903599	10	852322,860844,880760,884052,885718,885941,888451,890478,901189,903467	852583,860959,881092,884157,885856,885994,888512,890619,901690,903599	ENSMUST00000191201	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859347	903853	9	859347,880760,884052,885718,885941,888451,890478,901189,903467	859538,881092,884157,885856,885994,888512,890619,901690,903853	ENSMUST00000165549	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859498	903599	10	859498,860844,880760,884052,885718,885941,888451,890478,901189,903467	859538,860959,881092,884157,885856,885994,888512,890619,901690,903599	ENSMUST00000190213	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	854628	858468	1	854628	858468	ENSMUST00000194726	ENSMUSG00000102719	Gm37760	TEC
chr1	-	906930	949637	12	906930,907504,907731,911939,917224,918114,932487,933195,934861,947568,948338,949525	906936,907613,907820,912001,917276,918211,932548,933288,934994,947612,948412,949637	ENSMUST00000188624	ENSMUSG00000099719	Gm28802	unprocessed_pseudogene
chr1	-	960517	964057	2	960517,963551	961027,964057	ENSMUST00000172685	ENSMUSG00000026028	Trak2	protein_coding
chr1	-	976741	978542	3	976741,977919,978525	976893,977997,978542	ENSMUST00000174359	ENSMUSG00000026028	Trak2	protein_coding
chr2	-	23195	26803	7	23195,23858,24086,24867,25817,26123,26696	23418,23884,24187,24977,25887,26253,26803	ENSMUST00000028283	ENSMUSG00000026919	Lcn4	protein_coding
chr2	-	77908	78602	1	77908	78602	ENSMUST00000119000	ENSMUSG00000082951	Gm13359	processed_pseudogene
chr2	-	198024	212319	6	198024,201477,202095,203772,204442,212179	199395,201611,202130,203828,204511,212319	ENSMUST00000114045	ENSMUSG00000015787	Abo	protein_coding
chr2	-	198024	220500	6	198024,201477,202095,203772,204442,220392	199395,201611,202130,203828,204511,220500	ENSMUST00000102900	ENSMUSG00000015787	Abo	protein_coding
chr2	-	244149	248132	2	244149,247512	244899,248132	ENSMUST00000140392	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244446	247694	2	244446,247496	244899,247694	ENSMUST00000129554	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244510	254946	3	244510,248388,254858	244899,248588,254946	ENSMUST00000137904	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	245956	258400	5	245956,248388,254858,255250,258215	248246,248588,254946,255453,258400	ENSMUST00000047632	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	246293	258371	5	246293,248388,254858,255250,258215	246535,248588,254946,255453,258371	ENSMUST00000114043	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	248196	258311	5	248196,248388,254858,255250,258109	248246,248588,254946,255453,258311	ENSMUST00000142131	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	254615	255289	2	254615,255250	254946,255289	ENSMUST00000127691	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	260783	266198	3	260783,264514,265814	263822,264594,266198	ENSMUST00000102899	ENSMUSG00000015776	Med22	protein_coding
chr2	-	261109	266090	4	261109,263614,264514,265814	261514,263822,264594,266090	ENSMUST00000015920	ENSMUSG00000015776	Med22	protein_coding
chr2	-	263630	266099	3	263630,264514,265814	263930,264594,266099	ENSMUST00000139815	ENSMUSG00000015776	Med22	protein_coding
chr2	+	266285	268839	8	266285,266527,266943,267540,267887,268192,268509,268686	266351,266647,267092,267680,267966,268322,268578,268839	ENSMUST00000102898	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266338	268578	6	266338,266943,267540,267887,268192,268509	266647,267092,267676,267966,268322,268578	ENSMUST00000136269	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266342	268839	7	266342,266527,266943,267540,267887,268192,268686	266351,266647,267092,267680,267966,268578,268839	ENSMUST00000137376	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266527	268839	7	266527,266943,267540,267814,268192,268509,268686	266647,267092,267680,267966,268322,268578,268839	ENSMUST00000143678	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	267713	268839	3	267713,268509,268686	268322,268578,268839	ENSMUST00000129673	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268140	268839	2	268140,268686	268578,268839	ENSMUST00000147143	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268192	268733	2	268192,268509	268322,268733	ENSMUST00000149339	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266782	266855	1	266782	266855	ENSMUST00000083324	ENSMUSG00000065258	Gm23969	snoRNA
chr2	+	267739	267812	1	267739	267812	ENSMUST00000082895	ENSMUSG00000064829	Gm22879	snoRNA
chr2	+	268051	268121	1	268051	268121	ENSMUST00000083361	ENSMUSG00000065295	Gm24134	snoRNA
chr2	-	268902	270280	4	268902,269434,269696,270228	269179,269596,269768,270280	ENSMUST00000142967	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	271821	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269211,269596,269768,270416,271035,271250,271527,271821	ENSMUST00000183520	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	271989	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269179,269596,269768,270416,271035,271290,271527,271989	ENSMUST00000167661	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	272051	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269179,269596,269768,270416,271035,271250,271527,272051	ENSMUST00000015934	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269098	271841	8	269098,269434,269696,270228,270953,271117,271476,271778	269179,269596,269768,270416,271035,271270,271527,271841	ENSMUST00000129822	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269098	271866	7	269098,269434,269696,270228,270953,271117,271778	269179,269596,269768,270416,271035,271290,271866	ENSMUST00000147110	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269752	271832	5	269752,270228,270953,271117,271778	269768,270416,271035,271527,271832	ENSMUST00000150776	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269996	271013	2	269996,270953	270416,271013	ENSMUST00000128665	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270379	271853	4	270379,270953,271117,271778	270416,271053,271290,271853	ENSMUST00000129682	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270978	271866	3	270978,271117,271778	271035,271305,271866	ENSMUST00000133513	ENSMUSG00000015790	Surf1	protein_coding
chr2	+	271888	275704	6	271888,272226,272949,274394,274713,275248	272024,272380,273052,274576,274879,275704	ENSMUST00000015017	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	271902	275693	5	271902,272226,272949,274713,275248	272024,272380,274576,274879,275693	ENSMUST00000126947	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272190	275342	5	272190,272949,274394,274713,275248	272380,273052,274576,274879,275342	ENSMUST00000125408	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272190	275687	2	272190,275124	274879,275687	ENSMUST00000135506	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272334	275474	5	272334,272949,274386,274713,275248	272380,273052,274576,274879,275474	ENSMUST00000157066	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272949	275356	4	272949,274450,274713,275254	273052,274576,274879,275356	ENSMUST00000143098	ENSMUSG00000014873	Surf2	protein_coding
chr2	-	275561	289449	6	275561,279866,280474,281129,282290,288796	277692,280052,280517,281205,282476,289449	ENSMUST00000015011	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	277483	288904	5	277483,279866,280474,282290,288796	277692,280052,280517,282476,288904	ENSMUST00000153641	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	280491	289302	4	280491,281129,282290,289223	280517,281205,282476,289302	ENSMUST00000154651	ENSMUSG00000014867	Surf4	protein_coding
