#chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	transcriptID	geneID	geneSymbol	biotype
chr1	+	335183	437116	36	335183,338034,339523,340344,342428,344549,346765,349055,351158,352720,356620,357472,360384,361286,362061,364207,365716,366838,369132,379636,387627,389400,391537,393457,394192,396316,400513,403082,405910,407094,408012,411019,411167,415775,433119,435498	335332,338091,339619,340452,342554,344610,346848,349135,351302,352812,356771,357565,360493,361470,362247,364299,365885,366952,369254,379732,387751,389533,391624,393543,394383,396543,400608,403210,405984,407146,408126,411084,411355,415942,433193,437116	ENSMUST00000114366	ENSMUSG00000079554	Aox2	protein_coding
chr1	-	440369	442991	1	440369	442991	ENSMUST00000194925	ENSMUSG00000103839	Gm37607	TEC
chr1	+	449755	464211	12	449755,451059,454533,455861,456936,457564,457971,458198,459744,460472,461089,461892	450073,451132,454709,455955,457001,457699,458080,458368,459890,460610,461211,464211	ENSMUST00000050552	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449981	459861	8	449981,451059,455861,456936,457564,457971,458198,459744	450073,451132,455955,457001,457699,458080,458368,459861	ENSMUST00000188898	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449989	462344	10	449989,451059,454533,457564,457971,458198,459744,460472,461089,461892	450073,451132,454709,457699,458080,458368,459890,460610,461211,462344	ENSMUST00000188630	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	450327	461988	12	450327,451059,454533,455861,456936,457564,457971,458198,459744,460472,461089,461892	450483,451132,454709,455955,457001,457699,458080,458368,459890,460610,461211,461988	ENSMUST00000186949	ENSMUSG00000051223	Bzw1	protein_coding
chr1	-	467047	480924	11	467047,469505,469805,470248,471230,471448,473871,474125,476525,478632,480778	469198,469595,469884,470330,471359,471542,474037,474241,478166,478792,480924	ENSMUST00000156931	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468858	469719	2	468858,469505	469198,469719	ENSMUST00000139787	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468858	470295	3	468858,469505,469805	469198,469595,470295	ENSMUST00000141570	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468858	473623	7	468858,469505,469805,470248,471230,471448,473315	469198,469595,469884,470330,471359,472515,473623	ENSMUST00000123580	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468858	480924	13	468858,469505,469805,470248,471230,471448,473871,474125,476525,476979,477941,478632,480778	469198,469595,469884,470330,471359,471542,474037,474241,476591,477069,478166,478792,480924	ENSMUST00000034868	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468858	480924	12	468858,469505,469805,470248,471230,471448,473871,474125,476525,477941,478632,480778	469198,469595,469884,470330,471359,471542,474037,474241,476591,478166,478792,480924	ENSMUST00000148330	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468858	480924	11	468858,469505,469805,470248,471230,471448,474125,476525,477941,478632,480778	469198,469595,469884,470330,471359,471542,474241,476591,478166,478792,480924	ENSMUST00000151338	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	469174	470683	3	469174,469805,470248	469595,469884,470683	ENSMUST00000129303	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471448	477256	5	471448,473871,474125,476525,476979	471542,474037,474241,476591,477256	ENSMUST00000186552	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471473	478116	4	471473,473871,476525,477941	471542,474241,476591,478116	ENSMUST00000135380	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	473001	480924	4	473001,476525,478632,480778	474241,478166,478792,480924	ENSMUST00000129577	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	473768	474284	2	473768,474125	474037,474284	ENSMUST00000131051	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	478484	480924	2	478484,480778	478792,480924	ENSMUST00000147258	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	487852	502287	7	487852,491189,495202,497701,499383,501447,501669	488188,491307,495269,497794,499457,501497,502287	ENSMUST00000117069	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487852	502292	7	487852,491189,495202,497701,499383,501447,502004	488188,491307,495269,497794,499457,501497,502292	ENSMUST00000114348	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487855	502344	7	487855,491189,495202,497701,499383,501447,502190	488188,491307,495269,497794,499457,501497,502344	ENSMUST00000081677	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487878	489043	2	487878,488930	488188,489043	ENSMUST00000186242	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	490645	502227	6	490645,495202,497701,499383,501447,502004	491307,495269,497794,499457,501497,502227	ENSMUST00000114345	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491273	502297	6	491273,495202,497701,499383,501447,502230	491307,495269,497794,499457,501497,502297	ENSMUST00000190048	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491277	502340	6	491277,495202,497701,499383,501447,502268	491307,495269,497794,499457,501497,502340	ENSMUST00000185990	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495034	502034	5	495034,497701,499383,501447,502004	495269,497794,499457,501497,502034	ENSMUST00000124550	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495688	497826	1	495688	497826	ENSMUST00000188896	ENSMUSG00000026035	Ppil3	protein_coding
chr1	+	502009	520314	7	502009,504492,507245,508947,512455,514638,517999	502492,504947,507407,509073,512593,514721,520314	ENSMUST00000087521	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502125	538674	7	502125,504492,507245,508947,512455,514638,537844	502492,504947,507407,509073,512593,514721,538674	ENSMUST00000114337	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502486	507365	4	502486,504492,506102,507245	502492,504947,506284,507365	ENSMUST00000129759	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502587	504908	3	502587,504303,504492	502643,504404,504908	ENSMUST00000151272	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	504489	519124	6	504489,507245,508947,512455,514638,517999	504947,507407,509073,512593,514721,519124	ENSMUST00000171597	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	506025	514658	5	506025,507245,508947,512455,514638	506284,507407,509073,512593,514658	ENSMUST00000140723	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	510262	513046	1	510262	513046	ENSMUST00000185578	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	514543	518242	2	514543,517999	514721,518242	ENSMUST00000188295	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	-	519629	561967	18	519629,522853,524509,526526,527798,529163,531667,533292,537109,537818,540501,549715,550519,554234,557099,558181,558700,561630	521148,522971,524570,526697,527944,529259,531799,533401,537207,538011,540561,549746,550608,554323,557242,558284,558748,561967	ENSMUST00000027198	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	521062	558274	15	521062,522853,524509,526526,527798,529163,531667,533292,537109,537818,540501,549715,550519,554234,558181	521148,522971,524570,526697,527944,529259,531799,533401,537207,538011,540561,549746,550608,554323,558274	ENSMUST00000114325	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	537169	538307	2	537169,537818	537207,538307	ENSMUST00000151723	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	540556	561783	5	540556,549715,550519,554234,561630	540561,549746,550608,554323,561783	ENSMUST00000190695	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	557204	561813	4	557204,558181,558700,561630	557242,558284,558742,561813	ENSMUST00000191206	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	523373	523479	1	523373	523479	ENSMUST00000179823	ENSMUSG00000094245	Gm23966	snRNA
chr1	+	562006	569474	2	562006,567429	562085,569474	ENSMUST00000160947	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562010	574388	4	562010,567429,568997,572570	562085,567502,569124,574388	ENSMUST00000129740	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562013	580088	7	562013,567429,572570,573921,574483,577293,579877	562089,569124,572635,574027,574623,577606,580088	ENSMUST00000139825	ENSMUSG00000085054	Gm15834	lincRNA
chr1	-	579664	643183	12	579664,592250,596419,596994,601527,602967,605499,609010,614132,614837,622717,643072	587119,592409,596506,597110,601622,603082,605579,609189,614233,614917,622814,643183	ENSMUST00000161600	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	583881	643126	13	583881,591345,592250,596419,596994,601527,602967,605499,609010,614132,614837,622717,643072	587119,591512,592409,596506,597110,601622,603082,605579,609189,614233,614917,622814,643126	ENSMUST00000097724	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	584603	622814	13	584603,591345,592250,596419,596994,601527,602967,605499,609010,613369,614132,614837,622717	587119,591512,592409,596506,597110,601622,603082,605579,609189,613424,614233,614917,622814	ENSMUST00000187717	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	585943	643051	12	585943,592250,596419,596994,601527,602967,605499,609010,614132,614837,622717,642963	587119,592409,596506,597110,601622,603082,605579,609189,614233,614917,622814,643051	ENSMUST00000038372	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	609047	643135	4	609047,614132,614837,643072	609189,614233,614917,643135	ENSMUST00000161000	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614193	643124	5	614193,614837,619500,622717,643072	614233,614917,619647,622814,643124	ENSMUST00000160546	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614220	643137	4	614220,614837,622628,643072	614233,614917,622814,643137	ENSMUST00000159980	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	619291	622080	1	619291	622080	ENSMUST00000191472	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	622464	643157	2	622464,643072	622814,643157	ENSMUST00000159185	ENSMUSG00000038174	Fam126b	protein_coding
chr1	+	643244	652824	3	643244,647950,652509	643530,648109,652824	ENSMUST00000027193	ENSMUSG00000026032	Ndufb3	protein_coding
chr1	-	682074	682425	1	682074	682425	ENSMUST00000191562	ENSMUSG00000100202	Gm29389	processed_pseudogene
chr1	+	687235	694204	2	687235,693658	687575,694204	ENSMUST00000186270	ENSMUSG00000099490	Gm18802	processed_pseudogene
chr1	+	703548	704099	1	703548	704099	ENSMUST00000081455	ENSMUSG00000059647	Cbx3-ps7	processed_pseudogene
chr1	-	703763	752849	13	703763,718260,723687,724589,726288,727230,733389,735146,736724,747773,748565,749161,752762	704079,718322,723790,724688,726340,727327,733450,735239,736857,747818,748642,749305,752849	ENSMUST00000188772	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714980	749302	14	714980,715856,716083,718260,723687,724589,726288,727230,733389,735146,736724,747773,748565,749161	715294,715965,716172,718322,723790,724688,726340,727327,733450,735239,736857,747818,748642,749302	ENSMUST00000191565	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714980	752813	15	714980,715856,716083,718260,723687,724589,726288,727230,733389,735146,736724,747773,748565,749161,752762	715290,715965,716172,718322,723790,724688,726340,727327,733450,735239,736857,747818,748642,749305,752813	ENSMUST00000055313	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	715223	749302	14	715223,715856,716083,718260,723687,724589,726288,727230,733389,735146,736724,747773,748565,749161	715294,715965,716172,718322,723790,724688,726340,727327,733450,735239,736853,747818,748642,749302	ENSMUST00000191252	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	723755	752820	10	723755,724589,726288,733389,735146,736724,747773,748565,749161,752577	723790,724688,727327,733450,735239,736857,747818,748642,749305,752820	ENSMUST00000185953	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	733056	747910	3	733056,735146,747773	733450,735239,747910	ENSMUST00000188839	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	+	709501	712691	2	709501,711805	709549,712691	ENSMUST00000185352	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	711805	711934	1	711805	711934	ENSMUST00000188643	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	759169	760846	2	759169,760450	759535,760846	ENSMUST00000190385	ENSMUSG00000101046	Gm28803	processed_pseudogene
chr1	+	768368	770746	2	768368,770156	768452,770746	ENSMUST00000149874	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768368	811201	10	768368,770431,783166,788012,789113,792518,797123,797825,809199,810644	768452,770519,783592,788147,789186,792572,797172,797906,809706,811201	ENSMUST00000140940	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768370	788106	4	768370,770431,783166,788012	768452,770519,783592,788106	ENSMUST00000164900	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768376	771163	3	768376,770431,770977	768452,770517,771163	ENSMUST00000156870	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768394	770749	2	768394,770431	768452,770749	ENSMUST00000124567	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768404	774414	3	768404,770156,774120	768452,770519,774414	ENSMUST00000097723	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768411	810836	11	768411,770431,783166,785916,788012,789113,792496,797123,797825,809199,810644	768452,770519,783592,786021,788147,789173,792572,797172,797906,809706,810836	ENSMUST00000097722	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768420	815746	10	768420,783166,785916,788012,789113,792518,797123,797825,809199,810644	768452,783592,786021,788147,789186,792572,797172,797906,809706,815746	ENSMUST00000114313	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770154	790087	5	770154,783166,785916,788012,789113	770519,783592,786021,788147,790087	ENSMUST00000114309	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770162	779930	2	770162,779189	770519,779930	ENSMUST00000123553	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770177	812025	10	770177,783166,785916,788012,789113,792518,797123,797825,809199,810644	770519,783592,786021,788147,789186,792572,797172,797906,809706,812025	ENSMUST00000069333	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770746	774422	1	770746	774422	ENSMUST00000189858	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	787412	809313	7	787412,788012,789113,792518,797123,797825,809199	787522,788147,789186,792572,797172,797906,809313	ENSMUST00000123032	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	842071	842521	1	842071	842521	ENSMUST00000191399	ENSMUSG00000100236	Gm3841	processed_pseudogene
chr1	+	852236	904365	9	852236,880777,884069,885735,885958,888468,890495,901206,903484	852600,881109,884174,885873,886011,888529,890636,901707,904365	ENSMUST00000027189	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	852339	903616	10	852339,860861,880777,884069,885735,885958,888468,890495,901206,903484	852600,860976,881109,884174,885873,886011,888529,890636,901707,903616	ENSMUST00000191201	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859364	903870	9	859364,880777,884069,885735,885958,888468,890495,901206,903484	859555,881109,884174,885873,886011,888529,890636,901707,903870	ENSMUST00000165549	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859515	903616	10	859515,860861,880777,884069,885735,885958,888468,890495,901206,903484	859555,860976,881109,884174,885873,886011,888529,890636,901707,903616	ENSMUST00000190213	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	854645	858485	1	854645	858485	ENSMUST00000194726	ENSMUSG00000102719	Gm37760	TEC
chr1	-	906947	949654	12	906947,907521,907748,911956,917241,918131,932504,933212,934878,947585,948355,949542	906953,907630,907837,912018,917293,918228,932565,933305,935011,947629,948429,949654	ENSMUST00000188624	ENSMUSG00000099719	Gm28802	unprocessed_pseudogene
chr1	-	960534	964074	2	960534,963568	961044,964074	ENSMUST00000172685	ENSMUSG00000026028	Trak2	protein_coding
chr1	-	976758	978559	3	976758,977936,978542	976910,978014,978559	ENSMUST00000174359	ENSMUSG00000026028	Trak2	protein_coding
chr2	-	23195	26803	7	23195,23858,24086,24867,25817,26123,26696	23418,23884,24187,24977,25887,26253,26803	ENSMUST00000028283	ENSMUSG00000026919	Lcn4	protein_coding
chr2	-	77908	78602	1	77908	78602	ENSMUST00000119000	ENSMUSG00000082951	Gm13359	processed_pseudogene
chr2	-	198024	212319	6	198024,201477,202095,203772,204442,212179	199395,201611,202130,203828,204511,212319	ENSMUST00000114045	ENSMUSG00000015787	Abo	protein_coding
chr2	-	198024	220500	6	198024,201477,202095,203772,204442,220392	199395,201611,202130,203828,204511,220500	ENSMUST00000102900	ENSMUSG00000015787	Abo	protein_coding
chr2	-	244149	248132	2	244149,247512	244899,248132	ENSMUST00000140392	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244446	247694	2	244446,247496	244899,247694	ENSMUST00000129554	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244510	254946	3	244510,248388,254858	244899,248588,254946	ENSMUST00000137904	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	245956	258400	5	245956,248388,254858,255250,258215	248246,248588,254946,255453,258400	ENSMUST00000047632	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	246293	258371	5	246293,248388,254858,255250,258215	246535,248588,254946,255453,258371	ENSMUST00000114043	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	248196	258311	5	248196,248388,254858,255250,258109	248246,248588,254946,255453,258311	ENSMUST00000142131	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	254615	255289	2	254615,255250	254946,255289	ENSMUST00000127691	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	260783	266200	3	260783,264516,265816	263824,264596,266200	ENSMUST00000102899	ENSMUSG00000015776	Med22	protein_coding
chr2	-	261109	266092	4	261109,263616,264516,265816	261516,263824,264596,266092	ENSMUST00000015920	ENSMUSG00000015776	Med22	protein_coding
chr2	-	263632	266101	3	263632,264516,265816	263932,264596,266101	ENSMUST00000139815	ENSMUSG00000015776	Med22	protein_coding
chr2	+	266287	268841	8	266287,266529,266945,267542,267889,268194,268511,268688	266353,266649,267094,267682,267968,268324,268580,268841	ENSMUST00000102898	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266340	268580	6	266340,266945,267542,267889,268194,268511	266649,267094,267678,267968,268324,268580	ENSMUST00000136269	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266344	268841	7	266344,266529,266945,267542,267889,268194,268688	266353,266649,267094,267682,267968,268580,268841	ENSMUST00000137376	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266529	268841	7	266529,266945,267542,267816,268194,268511,268688	266649,267094,267682,267968,268324,268580,268841	ENSMUST00000143678	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	267715	268841	3	267715,268511,268688	268324,268580,268841	ENSMUST00000129673	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268142	268841	2	268142,268688	268580,268841	ENSMUST00000147143	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268194	268735	2	268194,268511	268324,268735	ENSMUST00000149339	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266784	266857	1	266784	266857	ENSMUST00000083324	ENSMUSG00000065258	Gm23969	snoRNA
chr2	+	267741	267814	1	267741	267814	ENSMUST00000082895	ENSMUSG00000064829	Gm22879	snoRNA
chr2	+	268053	268123	1	268053	268123	ENSMUST00000083361	ENSMUSG00000065295	Gm24134	snoRNA
chr2	-	268904	270282	4	268904,269436,269698,270230	269181,269598,269770,270282	ENSMUST00000142967	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268906	271823	9	268906,269100,269436,269698,270230,270955,271119,271478,271780	269028,269213,269598,269770,270418,271037,271252,271529,271823	ENSMUST00000183520	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268906	271991	9	268906,269100,269436,269698,270230,270955,271119,271478,271780	269028,269181,269598,269770,270418,271037,271292,271529,271991	ENSMUST00000167661	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268906	272053	9	268906,269100,269436,269698,270230,270955,271119,271478,271780	269028,269181,269598,269770,270418,271037,271252,271529,272053	ENSMUST00000015934	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269100	271843	8	269100,269436,269698,270230,270955,271119,271478,271780	269181,269598,269770,270418,271037,271272,271529,271843	ENSMUST00000129822	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269100	271868	7	269100,269436,269698,270230,270955,271119,271780	269181,269598,269770,270418,271037,271292,271868	ENSMUST00000147110	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269754	271834	5	269754,270230,270955,271119,271780	269770,270418,271037,271529,271834	ENSMUST00000150776	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269998	271015	2	269998,270955	270418,271015	ENSMUST00000128665	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270381	271855	4	270381,270955,271119,271780	270418,271055,271292,271855	ENSMUST00000129682	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270980	271868	3	270980,271119,271780	271037,271307,271868	ENSMUST00000133513	ENSMUSG00000015790	Surf1	protein_coding
chr2	+	271890	275706	6	271890,272228,272951,274396,274715,275250	272026,272382,273054,274578,274881,275706	ENSMUST00000015017	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	271904	275695	5	271904,272228,272951,274715,275250	272026,272382,274578,274881,275695	ENSMUST00000126947	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272192	275344	5	272192,272951,274396,274715,275250	272382,273054,274578,274881,275344	ENSMUST00000125408	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272192	275689	2	272192,275126	274881,275689	ENSMUST00000135506	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272336	275476	5	272336,272951,274388,274715,275250	272382,273054,274578,274881,275476	ENSMUST00000157066	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272951	275358	4	272951,274452,274715,275256	273054,274578,274881,275358	ENSMUST00000143098	ENSMUSG00000014873	Surf2	protein_coding
chr2	-	275563	289451	6	275563,279868,280476,281131,282292,288798	277694,280054,280519,281207,282478,289451	ENSMUST00000015011	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	277485	288906	5	277485,279868,280476,282292,288798	277694,280054,280519,282478,288906	ENSMUST00000153641	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	280493	289304	4	280493,281131,282292,289225	280519,281207,282478,289304	ENSMUST00000154651	ENSMUSG00000014867	Surf4	protein_coding
