#chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	transcriptID	geneID	geneSymbol	biotype
chr1	+	335176	437109	36	335176,338027,339516,340337,342421,344542,346758,349048,351151,352713,356613,357465,360377,361279,362054,364200,365709,366831,369125,379629,387620,389393,391530,393450,394185,396309,400506,403075,405903,407087,408005,411012,411160,415768,433112,435491	335325,338084,339612,340445,342547,344603,346841,349128,351295,352805,356764,357558,360486,361463,362240,364292,365878,366945,369247,379725,387744,389526,391617,393536,394376,396536,400601,403203,405977,407139,408119,411077,411348,415935,433186,437109	ENSMUST00000114366	ENSMUSG00000079554	Aox2	protein_coding
chr1	-	440362	442984	1	440362	442984	ENSMUST00000194925	ENSMUSG00000103839	Gm37607	TEC
chr1	+	449748	464208	12	449748,451052,454526,455854,456929,457557,457964,458191,459737,460469,461086,461889	450066,451125,454702,455948,456994,457692,458073,458361,459887,460607,461208,464208	ENSMUST00000050552	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449974	459858	8	449974,451052,455854,456929,457557,457964,458191,459737	450066,451125,455948,456994,457692,458073,458361,459858	ENSMUST00000188898	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	449982	462341	10	449982,451052,454526,457557,457964,458191,459737,460469,461086,461889	450066,451125,454702,457692,458073,458361,459887,460607,461208,462341	ENSMUST00000188630	ENSMUSG00000051223	Bzw1	protein_coding
chr1	+	450320	461985	12	450320,451052,454526,455854,456929,457557,457964,458191,459737,460469,461086,461889	450476,451125,454702,455948,456994,457692,458073,458361,459887,460607,461208,461985	ENSMUST00000186949	ENSMUSG00000051223	Bzw1	protein_coding
chr1	-	467044	480921	11	467044,469502,469802,470245,471227,471445,473868,474122,476522,478629,480775	469195,469592,469881,470327,471356,471539,474034,474238,478163,478789,480921	ENSMUST00000156931	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	469716	2	468855,469502	469195,469716	ENSMUST00000139787	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	470292	3	468855,469502,469802	469195,469592,470292	ENSMUST00000141570	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	473620	7	468855,469502,469802,470245,471227,471445,473312	469195,469592,469881,470327,471356,472512,473620	ENSMUST00000123580	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	480921	13	468855,469502,469802,470245,471227,471445,473868,474122,476522,476976,477938,478629,480775	469195,469592,469881,470327,471356,471539,474034,474238,476588,477066,478163,478789,480921	ENSMUST00000034868	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	480921	12	468855,469502,469802,470245,471227,471445,473868,474122,476522,477938,478629,480775	469195,469592,469881,470327,471356,471539,474034,474238,476588,478163,478789,480921	ENSMUST00000148330	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	468855	480921	11	468855,469502,469802,470245,471227,471445,474122,476522,477938,478629,480775	469195,469592,469881,470327,471356,471539,474238,476588,478163,478789,480921	ENSMUST00000151338	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	469171	470680	3	469171,469802,470245	469592,469881,470680	ENSMUST00000129303	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471445	477253	5	471445,473868,474122,476522,476976	471539,474034,474238,476588,477253	ENSMUST00000186552	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	471470	478113	4	471470,473868,476522,477938	471539,474238,476588,478113	ENSMUST00000135380	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	472998	480921	4	472998,476522,478629,480775	474238,478163,478789,480921	ENSMUST00000129577	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	473765	474281	2	473765,474122	474034,474281	ENSMUST00000131051	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	478481	480921	2	478481,480775	478789,480921	ENSMUST00000147258	ENSMUSG00000026034	Clk1	protein_coding
chr1	-	487849	502284	7	487849,491186,495199,497698,499380,501444,501666	488185,491304,495266,497791,499454,501494,502284	ENSMUST00000117069	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487849	502289	7	487849,491186,495199,497698,499380,501444,502001	488185,491304,495266,497791,499454,501494,502289	ENSMUST00000114348	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487852	502341	7	487852,491186,495199,497698,499380,501444,502187	488185,491304,495266,497791,499454,501494,502341	ENSMUST00000081677	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	487875	489040	2	487875,488927	488185,489040	ENSMUST00000186242	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	490642	502224	6	490642,495199,497698,499380,501444,502001	491304,495266,497791,499454,501494,502224	ENSMUST00000114345	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491270	502294	6	491270,495199,497698,499380,501444,502227	491304,495266,497791,499454,501494,502294	ENSMUST00000190048	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	491274	502337	6	491274,495199,497698,499380,501444,502265	491304,495266,497791,499454,501494,502337	ENSMUST00000185990	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495031	502031	5	495031,497698,499380,501444,502001	495266,497791,499454,501494,502031	ENSMUST00000124550	ENSMUSG00000026035	Ppil3	protein_coding
chr1	-	495685	497823	1	495685	497823	ENSMUST00000188896	ENSMUSG00000026035	Ppil3	protein_coding
chr1	+	502006	520311	7	502006,504489,507242,508944,512452,514635,517996	502489,504944,507404,509070,512590,514718,520311	ENSMUST00000087521	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502122	538671	7	502122,504489,507242,508944,512452,514635,537841	502489,504944,507404,509070,512590,514718,538671	ENSMUST00000114337	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502483	507362	4	502483,504489,506099,507242	502489,504944,506281,507362	ENSMUST00000129759	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	502584	504905	3	502584,504300,504489	502640,504401,504905	ENSMUST00000151272	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	504486	519121	6	504486,507242,508944,512452,514635,517996	504944,507404,509070,512590,514718,519121	ENSMUST00000171597	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	506022	514655	5	506022,507242,508944,512452,514635	506281,507404,509070,512590,514655	ENSMUST00000140723	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	510259	513043	1	510259	513043	ENSMUST00000185578	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	+	514540	518239	2	514540,517996	514718,518239	ENSMUST00000188295	ENSMUSG00000026036	Nif3l1	protein_coding
chr1	-	519626	561964	18	519626,522850,524506,526523,527795,529160,531664,533289,537106,537815,540498,549712,550516,554231,557096,558178,558697,561627	521145,522968,524567,526694,527941,529256,531796,533398,537204,538008,540558,549743,550605,554320,557239,558281,558745,561964	ENSMUST00000027198	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	521059	558271	15	521059,522850,524506,526523,527795,529160,531664,533289,537106,537815,540498,549712,550516,554231,558178	521145,522968,524567,526694,527941,529256,531796,533398,537204,538008,540558,549743,550605,554320,558271	ENSMUST00000114325	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	537166	538304	2	537166,537815	537204,538304	ENSMUST00000151723	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	540553	561780	5	540553,549712,550516,554231,561627	540558,549743,550605,554320,561780	ENSMUST00000190695	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	557201	561810	4	557201,558178,558697,561627	557239,558281,558739,561810	ENSMUST00000191206	ENSMUSG00000026037	Orc2	protein_coding
chr1	-	523370	523476	1	523370	523476	ENSMUST00000179823	ENSMUSG00000094245	Gm23966	snRNA
chr1	+	562003	569471	2	562003,567426	562082,569471	ENSMUST00000160947	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562007	574385	4	562007,567426,568994,572567	562082,567499,569121,574385	ENSMUST00000129740	ENSMUSG00000085054	Gm15834	lincRNA
chr1	+	562010	580087	7	562010,567426,572567,573918,574480,577290,579874	562086,569121,572632,574024,574620,577603,580087	ENSMUST00000139825	ENSMUSG00000085054	Gm15834	lincRNA
chr1	-	579661	643182	12	579661,592249,596418,596993,601526,602966,605498,609009,614131,614836,622716,643071	587118,592408,596505,597109,601621,603081,605578,609188,614232,614916,622813,643182	ENSMUST00000161600	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	583880	643125	13	583880,591344,592249,596418,596993,601526,602966,605498,609009,614131,614836,622716,643071	587118,591511,592408,596505,597109,601621,603081,605578,609188,614232,614916,622813,643125	ENSMUST00000097724	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	584602	622813	13	584602,591344,592249,596418,596993,601526,602966,605498,609009,613368,614131,614836,622716	587118,591511,592408,596505,597109,601621,603081,605578,609188,613423,614232,614916,622813	ENSMUST00000187717	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	585942	643050	12	585942,592249,596418,596993,601526,602966,605498,609009,614131,614836,622716,642962	587118,592408,596505,597109,601621,603081,605578,609188,614232,614916,622813,643050	ENSMUST00000038372	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	609046	643134	4	609046,614131,614836,643071	609188,614232,614916,643134	ENSMUST00000161000	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614192	643123	5	614192,614836,619499,622716,643071	614232,614916,619646,622813,643123	ENSMUST00000160546	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	614219	643136	4	614219,614836,622627,643071	614232,614916,622813,643136	ENSMUST00000159980	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	619290	622079	1	619290	622079	ENSMUST00000191472	ENSMUSG00000038174	Fam126b	protein_coding
chr1	-	622463	643156	2	622463,643071	622813,643156	ENSMUST00000159185	ENSMUSG00000038174	Fam126b	protein_coding
chr1	+	643243	652823	3	643243,647949,652508	643529,648108,652823	ENSMUST00000027193	ENSMUSG00000026032	Ndufb3	protein_coding
chr1	-	682073	682424	1	682073	682424	ENSMUST00000191562	ENSMUSG00000100202	Gm29389	processed_pseudogene
chr1	+	687234	694203	2	687234,693657	687574,694203	ENSMUST00000186270	ENSMUSG00000099490	Gm18802	processed_pseudogene
chr1	+	703547	704098	1	703547	704098	ENSMUST00000081455	ENSMUSG00000059647	Cbx3-ps7	processed_pseudogene
chr1	-	703762	752848	13	703762,718259,723686,724588,726287,727229,733388,735145,736723,747772,748564,749160,752761	704078,718321,723789,724687,726339,727326,733449,735238,736856,747817,748641,749304,752848	ENSMUST00000188772	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714979	749301	14	714979,715855,716082,718259,723686,724588,726287,727229,733388,735145,736723,747772,748564,749160	715293,715964,716171,718321,723789,724687,726339,727326,733449,735238,736856,747817,748641,749301	ENSMUST00000191565	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	714979	752812	15	714979,715855,716082,718259,723686,724588,726287,727229,733388,735145,736723,747772,748564,749160,752761	715289,715964,716171,718321,723789,724687,726339,727326,733449,735238,736856,747817,748641,749304,752812	ENSMUST00000055313	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	715222	749301	14	715222,715855,716082,718259,723686,724588,726287,727229,733388,735145,736723,747772,748564,749160	715293,715964,716171,718321,723789,724687,726339,727326,733449,735238,736852,747817,748641,749301	ENSMUST00000191252	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	723754	752819	10	723754,724588,726287,733388,735145,736723,747772,748564,749160,752576	723789,724687,727326,733449,735238,736856,747817,748641,749304,752819	ENSMUST00000185953	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	-	733055	747909	3	733055,735145,747772	733449,735238,747909	ENSMUST00000188839	ENSMUSG00000047528	Als2cr12	protein_coding
chr1	+	709500	712690	2	709500,711804	709548,712690	ENSMUST00000185352	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	711804	711933	1	711804	711933	ENSMUST00000188643	ENSMUSG00000102059	Gm20257	transcribed_unprocessed_pseudogene
chr1	+	759168	760845	2	759168,760449	759534,760845	ENSMUST00000190385	ENSMUSG00000101046	Gm28803	processed_pseudogene
chr1	+	768367	770745	2	768367,770155	768451,770745	ENSMUST00000149874	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768367	811200	10	768367,770430,783165,788011,789112,792517,797122,797824,809198,810643	768451,770518,783591,788146,789185,792571,797171,797905,809705,811200	ENSMUST00000140940	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768369	788105	4	768369,770430,783165,788011	768451,770518,783591,788105	ENSMUST00000164900	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768375	771162	3	768375,770430,770976	768451,770516,771162	ENSMUST00000156870	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768393	770748	2	768393,770430	768451,770748	ENSMUST00000124567	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768403	774413	3	768403,770155,774119	768451,770518,774413	ENSMUST00000097723	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768410	810835	11	768410,770430,783165,785915,788011,789112,792495,797122,797824,809198,810643	768451,770518,783591,786020,788146,789172,792571,797171,797905,809705,810835	ENSMUST00000097722	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	768419	815745	10	768419,783165,785915,788011,789112,792517,797122,797824,809198,810643	768451,783591,786020,788146,789185,792571,797171,797905,809705,815745	ENSMUST00000114313	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770153	790086	5	770153,783165,785915,788011,789112	770518,783591,786020,788146,790086	ENSMUST00000114309	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770161	779929	2	770161,779188	770518,779929	ENSMUST00000123553	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770176	812024	10	770176,783165,785915,788011,789112,792517,797122,797824,809198,810643	770518,783591,786020,788146,789185,792571,797171,797905,809705,812024	ENSMUST00000069333	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	770745	774421	1	770745	774421	ENSMUST00000189858	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	787411	809312	7	787411,788011,789112,792517,797122,797824,809198	787521,788146,789185,792571,797171,797905,809312	ENSMUST00000123032	ENSMUSG00000026031	Cflar	protein_coding
chr1	+	842070	842520	1	842070	842520	ENSMUST00000191399	ENSMUSG00000100236	Gm3841	processed_pseudogene
chr1	+	852235	904364	9	852235,880776,884068,885734,885957,888467,890494,901205,903483	852599,881108,884173,885872,886010,888528,890635,901706,904364	ENSMUST00000027189	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	852338	903615	10	852338,860860,880776,884068,885734,885957,888467,890494,901205,903483	852599,860975,881108,884173,885872,886010,888528,890635,901706,903615	ENSMUST00000191201	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859363	903869	9	859363,880776,884068,885734,885957,888467,890494,901205,903483	859554,881108,884173,885872,886010,888528,890635,901706,903869	ENSMUST00000165549	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	859514	903615	10	859514,860860,880776,884068,885734,885957,888467,890494,901205,903483	859554,860975,881108,884173,885872,886010,888528,890635,901706,903615	ENSMUST00000190213	ENSMUSG00000026029	Casp8	protein_coding
chr1	+	854644	858484	1	854644	858484	ENSMUST00000194726	ENSMUSG00000102719	Gm37760	TEC
chr1	-	906946	949653	12	906946,907520,907747,911955,917240,918130,932503,933211,934877,947584,948354,949541	906952,907629,907836,912017,917292,918227,932564,933304,935010,947628,948428,949653	ENSMUST00000188624	ENSMUSG00000099719	Gm28802	unprocessed_pseudogene
chr1	-	960533	964073	2	960533,963567	961043,964073	ENSMUST00000172685	ENSMUSG00000026028	Trak2	protein_coding
chr1	-	976757	978558	3	976757,977935,978541	976909,978013,978558	ENSMUST00000174359	ENSMUSG00000026028	Trak2	protein_coding
chr2	-	23195	26803	7	23195,23858,24086,24867,25817,26123,26696	23418,23884,24187,24977,25887,26253,26803	ENSMUST00000028283	ENSMUSG00000026919	Lcn4	protein_coding
chr2	-	77908	78602	1	77908	78602	ENSMUST00000119000	ENSMUSG00000082951	Gm13359	processed_pseudogene
chr2	-	198024	212319	6	198024,201477,202095,203772,204442,212179	199395,201611,202130,203828,204511,212319	ENSMUST00000114045	ENSMUSG00000015787	Abo	protein_coding
chr2	-	198024	220500	6	198024,201477,202095,203772,204442,220392	199395,201611,202130,203828,204511,220500	ENSMUST00000102900	ENSMUSG00000015787	Abo	protein_coding
chr2	-	244149	248132	2	244149,247512	244899,248132	ENSMUST00000140392	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244446	247694	2	244446,247496	244899,247694	ENSMUST00000129554	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	244510	254946	3	244510,248388,254858	244899,248588,254946	ENSMUST00000137904	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	245956	258400	5	245956,248388,254858,255250,258215	248246,248588,254946,255453,258400	ENSMUST00000047632	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	246293	258371	5	246293,248388,254858,255250,258215	246535,248588,254946,255453,258371	ENSMUST00000114043	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	248196	258311	5	248196,248388,254858,255250,258109	248246,248588,254946,255453,258311	ENSMUST00000142131	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	254615	255289	2	254615,255250	254946,255289	ENSMUST00000127691	ENSMUSG00000036160	Surf6	protein_coding
chr2	-	260783	266198	3	260783,264514,265814	263822,264594,266198	ENSMUST00000102899	ENSMUSG00000015776	Med22	protein_coding
chr2	-	261109	266090	4	261109,263614,264514,265814	261514,263822,264594,266090	ENSMUST00000015920	ENSMUSG00000015776	Med22	protein_coding
chr2	-	263630	266099	3	263630,264514,265814	263930,264594,266099	ENSMUST00000139815	ENSMUSG00000015776	Med22	protein_coding
chr2	+	266285	268839	8	266285,266527,266943,267540,267887,268192,268509,268686	266351,266647,267092,267680,267966,268322,268578,268839	ENSMUST00000102898	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266338	268578	6	266338,266943,267540,267887,268192,268509	266647,267092,267676,267966,268322,268578	ENSMUST00000136269	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266342	268839	7	266342,266527,266943,267540,267887,268192,268686	266351,266647,267092,267680,267966,268578,268839	ENSMUST00000137376	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266527	268839	7	266527,266943,267540,267814,268192,268509,268686	266647,267092,267680,267966,268322,268578,268839	ENSMUST00000143678	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	267713	268839	3	267713,268509,268686	268322,268578,268839	ENSMUST00000129673	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268140	268839	2	268140,268686	268578,268839	ENSMUST00000147143	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	268192	268733	2	268192,268509	268322,268733	ENSMUST00000149339	ENSMUSG00000062647	Rpl7a	protein_coding
chr2	+	266782	266855	1	266782	266855	ENSMUST00000083324	ENSMUSG00000065258	Gm23969	snoRNA
chr2	+	267739	267812	1	267739	267812	ENSMUST00000082895	ENSMUSG00000064829	Gm22879	snoRNA
chr2	+	268051	268121	1	268051	268121	ENSMUST00000083361	ENSMUSG00000065295	Gm24134	snoRNA
chr2	-	268902	270280	4	268902,269434,269696,270228	269179,269596,269768,270280	ENSMUST00000142967	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	271821	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269211,269596,269768,270416,271035,271250,271527,271821	ENSMUST00000183520	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	271989	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269179,269596,269768,270416,271035,271290,271527,271989	ENSMUST00000167661	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	268904	272051	9	268904,269098,269434,269696,270228,270953,271117,271476,271778	269026,269179,269596,269768,270416,271035,271250,271527,272051	ENSMUST00000015934	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269098	271841	8	269098,269434,269696,270228,270953,271117,271476,271778	269179,269596,269768,270416,271035,271270,271527,271841	ENSMUST00000129822	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269098	271866	7	269098,269434,269696,270228,270953,271117,271778	269179,269596,269768,270416,271035,271290,271866	ENSMUST00000147110	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269752	271832	5	269752,270228,270953,271117,271778	269768,270416,271035,271527,271832	ENSMUST00000150776	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	269996	271013	2	269996,270953	270416,271013	ENSMUST00000128665	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270379	271853	4	270379,270953,271117,271778	270416,271053,271290,271853	ENSMUST00000129682	ENSMUSG00000015790	Surf1	protein_coding
chr2	-	270978	271866	3	270978,271117,271778	271035,271305,271866	ENSMUST00000133513	ENSMUSG00000015790	Surf1	protein_coding
chr2	+	271888	275706	6	271888,272226,272949,274394,274713,275248	272024,272380,273052,274576,274879,275706	ENSMUST00000015017	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	271902	275695	5	271902,272226,272949,274713,275248	272024,272380,274576,274879,275695	ENSMUST00000126947	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272190	275342	5	272190,272949,274394,274713,275248	272380,273052,274576,274879,275342	ENSMUST00000125408	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272190	275689	2	272190,275124	274879,275689	ENSMUST00000135506	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272334	275476	5	272334,272949,274386,274713,275248	272380,273052,274576,274879,275476	ENSMUST00000157066	ENSMUSG00000014873	Surf2	protein_coding
chr2	+	272949	275358	4	272949,274450,274713,275254	273052,274576,274879,275358	ENSMUST00000143098	ENSMUSG00000014873	Surf2	protein_coding
chr2	-	275563	289451	6	275563,279868,280476,281131,282292,288798	277694,280054,280519,281207,282478,289451	ENSMUST00000015011	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	277485	288906	5	277485,279868,280476,282292,288798	277694,280054,280519,282478,288906	ENSMUST00000153641	ENSMUSG00000014867	Surf4	protein_coding
chr2	-	280493	289304	4	280493,281131,282292,289225	280519,281207,282478,289304	ENSMUST00000154651	ENSMUSG00000014867	Surf4	protein_coding
